#,Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,Year,YearDate
604,Jake Fishman,MIA,29.3%,73.4%,49.7%,66.7%,96.6%,87.1%,46.2%,68.8%,6.4%,18.7%,25.1%,2022.0,2022-01-01
605,Nick Wittgren,STL,29.3%,72.2%,47.0%,79.5%,88.1%,85.0%,41.2%,59.0%,7.1%,16.8%,23.9%,2022.0,2022-01-01
606,Matt Barnes,BOS,29.3%,64.4%,42.9%,58.1%,85.5%,74.0%,38.7%,62.5%,11.3%,17.5%,28.7%,2022.0,2022-01-01
607,Dereck Rodriguez,MIN,29.3%,68.3%,45.5%,64.7%,85.7%,77.8%,41.4%,58.8%,10.1%,14.1%,24.2%,2022.0,2022-01-01
608,Cole Waites,SFG,29.3%,76.1%,50.0%,76.5%,88.6%,84.6%,44.2%,72.0%,7.7%,14.4%,22.1%,2022.0,2022-01-01
609,Michael Feliz,BOS,29.3%,60.0%,39.3%,41.7%,100.0%,70.8%,32.8%,46.2%,11.5%,19.7%,31.1%,2022.0,2022-01-01
610,Paolo Espino,WSN,29.3%,66.2%,44.9%,66.8%,87.6%,79.8%,42.3%,58.7%,9.1%,19.4%,28.5%,2022.0,2022-01-01
611,Luke Bard,- - -,29.3%,69.1%,44.8%,65.1%,86.2%,77.8%,39.0%,64.4%,10.0%,15.8%,25.7%,2022.0,2022-01-01
612,Trent Thornton,TOR,29.2%,63.2%,45.3%,62.7%,90.5%,81.1%,47.4%,66.7%,8.6%,20.0%,28.6%,2022.0,2022-01-01
613,Hyun-Jin Ryu,TOR,29.2%,68.6%,46.1%,75.8%,87.9%,83.5%,42.8%,57.5%,7.6%,17.5%,25.1%,2022.0,2022-01-01
614,Dauri Moreta,CIN,29.2%,66.0%,44.2%,61.3%,83.6%,74.9%,40.8%,61.9%,11.1%,17.8%,28.9%,2022.0,2022-01-01
615,Glenn Otto,TEX,29.2%,68.2%,44.8%,61.1%,89.5%,78.4%,39.9%,53.3%,9.7%,15.8%,25.5%,2022.0,2022-01-01
616,Ian Gibaut,- - -,29.2%,67.1%,44.7%,66.7%,82.6%,76.5%,40.8%,54.4%,10.5%,18.4%,29.0%,2022.0,2022-01-01
617,Tommy Henry,ARI,29.2%,74.3%,48.9%,66.1%,84.1%,78.0%,43.7%,58.5%,10.7%,14.6%,25.4%,2022.0,2022-01-01
618,JP Sears,- - -,29.1%,67.2%,45.9%,70.5%,89.3%,82.6%,44.0%,63.5%,8.0%,19.2%,27.2%,2022.0,2022-01-01
619,Michael Kopech,CHW,29.1%,66.4%,44.8%,64.7%,85.7%,77.8%,41.9%,56.7%,9.9%,17.3%,27.2%,2022.0,2022-01-01
620,Andre Jackson,LAD,29.1%,79.2%,53.8%,56.5%,85.2%,77.4%,49.4%,59.5%,12.2%,12.8%,25.0%,2022.0,2022-01-01
621,Miguel Sanchez,MIL,29.1%,71.4%,44.5%,64.1%,83.6%,75.5%,36.5%,60.3%,10.9%,17.1%,28.0%,2022.0,2022-01-01
622,Colin Holderman,- - -,29.1%,68.3%,44.0%,61.5%,90.2%,78.4%,38.0%,62.7%,9.5%,14.8%,24.3%,2022.0,2022-01-01
623,Kenny Rosenberg,LAA,29.1%,75.0%,47.2%,67.6%,87.7%,80.2%,39.4%,61.7%,9.3%,14.5%,23.8%,2022.0,2022-01-01
624,Adam Wainwright,STL,29.0%,63.2%,43.4%,74.2%,91.0%,84.5%,42.1%,62.6%,6.7%,21.1%,27.9%,2022.0,2022-01-01
625,Nick Nelson,PHI,29.0%,72.7%,46.6%,59.3%,82.7%,74.0%,40.2%,58.8%,12.1%,13.5%,25.7%,2022.0,2022-01-01
626,Mike Baumann,BAL,29.0%,76.3%,49.3%,77.1%,91.6%,86.7%,42.9%,57.7%,6.6%,12.9%,19.5%,2022.0,2022-01-01
627,Andrew Nardi,MIA,29.0%,72.4%,49.2%,55.2%,81.7%,73.4%,46.5%,57.8%,13.1%,14.7%,27.8%,2022.0,2022-01-01
628,Domingo Tapia,OAK,29.0%,69.2%,46.3%,80.0%,81.5%,81.0%,43.0%,56.7%,8.8%,15.4%,24.2%,2022.0,2022-01-01
629,Anthony Gose,CLE,28.9%,66.5%,44.5%,47.0%,78.5%,66.5%,41.4%,60.9%,14.9%,15.2%,30.1%,2022.0,2022-01-01
630,MacKenzie Gore,SDP,28.9%,71.0%,46.0%,64.4%,85.1%,77.4%,40.6%,61.2%,10.4%,16.0%,26.4%,2022.0,2022-01-01
631,Kirby Yates,ATL,28.9%,66.0%,41.6%,53.8%,83.9%,70.2%,34.3%,54.5%,12.4%,15.3%,27.7%,2022.0,2022-01-01
632,Kris Bubic,KCR,28.9%,70.3%,46.9%,70.3%,86.7%,80.9%,43.4%,59.1%,8.9%,16.0%,24.9%,2022.0,2022-01-01
633,Jose Ruiz,CHW,28.9%,71.8%,44.8%,56.7%,84.5%,73.1%,37.0%,56.2%,12.0%,14.7%,26.7%,2022.0,2022-01-01
634,Jared Solomon,CIN,28.9%,70.0%,44.6%,67.9%,76.2%,72.9%,38.2%,51.3%,12.1%,16.6%,28.7%,2022.0,2022-01-01
635,Jhoulys Chacin,COL,28.9%,69.2%,45.5%,71.4%,87.1%,81.3%,41.3%,57.5%,8.5%,17.0%,25.6%,2022.0,2022-01-01
636,Justin Steele,CHC,28.8%,69.2%,47.2%,61.4%,87.2%,78.6%,45.5%,59.8%,10.1%,15.9%,26.0%,2022.0,2022-01-01
637,J.B. Wendelken,ARI,28.8%,69.6%,46.1%,75.3%,82.6%,80.0%,42.4%,50.8%,9.2%,13.7%,23.0%,2022.0,2022-01-01
638,Adonis Medina,NYM,28.8%,69.2%,46.9%,71.2%,88.3%,82.5%,44.7%,62.7%,8.2%,16.7%,24.9%,2022.0,2022-01-01
639,Kyle Bradish,BAL,28.8%,68.3%,45.4%,60.5%,88.2%,78.0%,41.8%,57.8%,10.0%,15.9%,25.9%,2022.0,2022-01-01
640,Justin Lawrence,COL,28.8%,61.2%,43.0%,57.7%,89.3%,77.4%,44.0%,61.3%,9.7%,19.5%,29.2%,2022.0,2022-01-01
641,Kyle Finnegan,WSN,28.8%,72.2%,49.4%,64.2%,78.9%,74.4%,47.5%,61.6%,12.6%,16.0%,28.7%,2022.0,2022-01-01
642,Calvin Faucher,TBR,28.8%,61.4%,42.0%,62.2%,85.2%,75.8%,40.6%,50.5%,10.2%,18.0%,28.2%,2022.0,2022-01-01
643,Justin Topa,MIL,28.8%,62.2%,40.8%,82.6%,92.9%,88.2%,36.0%,60.0%,4.8%,20.0%,24.8%,2022.0,2022-01-01
644,Chase De Jong,PIT,28.7%,68.8%,44.5%,59.3%,87.1%,76.3%,39.5%,59.7%,10.6%,16.4%,26.9%,2022.0,2022-01-01
645,Edwin Uceta,ARI,28.7%,73.9%,45.9%,71.2%,79.3%,76.1%,38.0%,57.5%,11.0%,13.7%,24.7%,2022.0,2022-01-01
646,Mychal Givens,- - -,28.7%,67.6%,45.4%,65.5%,82.6%,76.4%,43.0%,57.3%,10.7%,17.8%,28.6%,2022.0,2022-01-01
647,Spencer Howard,TEX,28.7%,70.9%,47.1%,70.5%,90.2%,83.4%,43.6%,58.1%,7.8%,17.5%,25.3%,2022.0,2022-01-01
648,Steven Brault,CHC,28.7%,62.5%,40.8%,58.6%,88.6%,75.0%,35.7%,43.6%,10.2%,15.3%,25.5%,2022.0,2022-01-01
649,Antonio Senzatela,COL,28.7%,72.2%,47.3%,73.6%,91.3%,85.1%,42.7%,58.8%,7.0%,14.9%,21.9%,2022.0,2022-01-01
650,Tyler Rogers,SFG,28.7%,62.4%,44.3%,70.9%,87.6%,81.8%,46.5%,63.9%,8.1%,20.9%,29.0%,2022.0,2022-01-01
651,Alex Faedo,DET,28.7%,70.6%,46.1%,62.3%,87.7%,78.5%,41.6%,60.7%,9.9%,16.1%,26.1%,2022.0,2022-01-01
652,Bryan Hoeing,MIA,28.7%,64.5%,43.4%,77.8%,97.2%,89.7%,41.2%,50.8%,4.5%,18.7%,23.2%,2022.0,2022-01-01
653,Yimi Garcia,TOR,28.6%,71.5%,47.5%,68.7%,82.6%,77.9%,44.2%,61.5%,10.5%,16.4%,26.9%,2022.0,2022-01-01
654,Tayler Saucedo,TOR,28.6%,75.0%,47.9%,50.0%,100.0%,82.6%,41.7%,53.3%,8.3%,14.6%,22.9%,2022.0,2022-01-01
655,Caleb Ferguson,LAD,28.6%,69.1%,47.1%,62.2%,82.5%,75.8%,45.7%,56.3%,11.4%,17.9%,29.3%,2022.0,2022-01-01
656,Anthony Bender,MIA,28.6%,57.5%,42.0%,59.5%,83.6%,74.8%,46.4%,62.8%,10.6%,22.3%,32.8%,2022.0,2022-01-01
657,Rico Garcia,BAL,28.6%,72.7%,50.0%,90.0%,87.5%,88.2%,48.5%,51.4%,5.9%,14.0%,19.9%,2022.0,2022-01-01
658,William Woods,ATL,28.6%,60.0%,38.7%,66.7%,83.3%,75.0%,32.3%,37.5%,9.7%,19.4%,29.0%,2022.0,2022-01-01
659,Matthew Liberatore,STL,28.5%,70.0%,44.1%,73.9%,86.5%,81.4%,37.6%,53.4%,8.2%,15.7%,23.8%,2022.0,2022-01-01
660,Anibal Sanchez,WSN,28.5%,71.1%,44.6%,73.1%,88.5%,82.3%,37.7%,57.2%,7.9%,14.7%,22.6%,2022.0,2022-01-01
661,Tucker Davidson,- - -,28.5%,67.3%,44.7%,58.3%,90.7%,78.7%,41.9%,53.5%,9.5%,15.0%,24.6%,2022.0,2022-01-01
662,Daniel Bard,COL,28.4%,64.4%,44.7%,59.5%,82.7%,74.6%,45.3%,59.2%,11.3%,19.3%,30.6%,2022.0,2022-01-01
663,Erich Uelmen,CHC,28.4%,65.9%,41.9%,58.3%,87.3%,74.7%,36.1%,60.7%,10.6%,16.6%,27.2%,2022.0,2022-01-01
664,Reiss Knehr,SDP,28.4%,68.1%,43.8%,73.8%,95.3%,86.8%,38.8%,54.2%,5.8%,15.7%,21.5%,2022.0,2022-01-01
665,Bryan Shaw,CLE,28.4%,72.1%,47.3%,62.2%,88.7%,79.7%,43.2%,60.2%,9.6%,14.8%,24.4%,2022.0,2022-01-01
666,Max Meyer,MIA,28.3%,72.1%,49.4%,46.2%,87.1%,75.0%,48.3%,73.1%,12.4%,15.7%,28.1%,2022.0,2022-01-01
667,Kyle Muller,ATL,28.2%,69.6%,46.4%,45.9%,88.7%,74.1%,43.8%,62.7%,12.0%,15.9%,27.9%,2022.0,2022-01-01
668,Matt Wisler,TBR,28.2%,71.9%,47.5%,59.3%,86.1%,77.2%,44.2%,64.2%,10.8%,16.7%,27.5%,2022.0,2022-01-01
669,Trevor Kelley,MIL,28.2%,68.8%,43.5%,59.3%,90.8%,78.0%,37.6%,55.1%,9.6%,17.2%,26.7%,2022.0,2022-01-01
670,Chad Kuhl,COL,28.2%,69.8%,45.4%,62.8%,87.2%,78.3%,41.4%,59.6%,9.9%,16.0%,25.9%,2022.0,2022-01-01
671,Albert Abreu,- - -,28.2%,64.4%,41.7%,63.2%,84.7%,75.6%,37.3%,56.4%,10.2%,17.5%,27.7%,2022.0,2022-01-01
672,Junior Fernandez,- - -,28.2%,66.7%,44.1%,63.6%,83.7%,76.2%,41.4%,65.5%,10.5%,15.3%,25.8%,2022.0,2022-01-01
673,Tyler Beede,- - -,28.2%,70.4%,44.1%,67.0%,89.5%,80.5%,37.8%,55.1%,8.6%,16.1%,24.7%,2022.0,2022-01-01
674,Tyler Clippard,WSN,28.2%,66.7%,42.5%,85.0%,82.1%,83.3%,37.2%,39.3%,7.1%,18.6%,25.7%,2022.0,2022-01-01
675,Elvin Rodriguez,DET,28.1%,67.4%,44.4%,76.1%,90.6%,85.2%,41.4%,52.4%,6.6%,16.3%,22.8%,2022.0,2022-01-01
676,Jose Cisnero,DET,28.1%,67.1%,43.5%,63.0%,78.9%,72.7%,39.5%,53.3%,11.9%,15.6%,27.4%,2022.0,2022-01-01
677,Blake Taylor,HOU,28.1%,77.1%,45.6%,76.4%,84.5%,81.3%,35.7%,54.7%,8.5%,12.5%,21.0%,2022.0,2022-01-01
678,Christian Bethancourt,- - -,28.0%,70.4%,50.0%,100.0%,94.7%,96.2%,51.9%,78.9%,1.9%,23.1%,25.0%,2022.0,2022-01-01
679,Jeff Hoffman,CIN,27.9%,72.0%,44.7%,64.6%,84.1%,76.5%,38.0%,52.8%,10.5%,15.3%,25.8%,2022.0,2022-01-01
680,Danny Young,- - -,27.9%,56.9%,42.9%,58.8%,83.8%,75.9%,51.6%,78.1%,10.3%,28.6%,38.9%,2022.0,2022-01-01
681,Corbin Martin,ARI,27.9%,71.3%,44.8%,60.3%,85.7%,76.0%,38.9%,59.4%,10.7%,14.2%,24.9%,2022.0,2022-01-01
682,Rony Garcia,DET,27.9%,72.8%,46.5%,69.4%,89.1%,82.2%,41.5%,60.2%,8.2%,15.0%,23.3%,2022.0,2022-01-01
683,Andrew Vasquez,- - -,27.8%,42.9%,33.3%,51.9%,95.8%,72.5%,36.6%,59.0%,9.2%,28.8%,37.9%,2022.0,2022-01-01
684,Greg Weissert,NYY,27.8%,62.0%,40.9%,65.6%,93.2%,81.6%,38.2%,50.0%,7.5%,19.9%,27.4%,2022.0,2022-01-01
685,T.J. Zeuch,CIN,27.8%,65.7%,42.8%,78.6%,87.7%,84.1%,39.6%,59.4%,6.8%,16.0%,22.8%,2022.0,2022-01-01
686,Angel Rondon,STL,27.8%,68.8%,43.0%,73.3%,95.5%,86.5%,37.2%,50.0%,5.8%,14.0%,19.8%,2022.0,2022-01-01
687,Josh Staumont,KCR,27.8%,67.1%,42.7%,61.1%,84.4%,75.0%,37.9%,54.0%,10.7%,15.2%,25.9%,2022.0,2022-01-01
688,Zach Davies,ARI,27.8%,67.3%,42.0%,72.4%,85.1%,79.8%,36.1%,55.8%,8.5%,18.2%,26.7%,2022.0,2022-01-01
689,Zack Thompson,STL,27.7%,68.3%,46.4%,75.6%,87.8%,83.9%,46.1%,58.8%,7.5%,18.6%,26.1%,2022.0,2022-01-01
690,Jon Heasley,KCR,27.7%,71.9%,45.9%,73.7%,88.5%,83.3%,41.1%,55.7%,7.7%,14.8%,22.5%,2022.0,2022-01-01
691,Chris Archer,MIN,27.7%,68.2%,44.2%,64.8%,86.5%,78.5%,40.8%,56.8%,9.5%,16.1%,25.6%,2022.0,2022-01-01
692,Elieser Hernandez,MIA,27.7%,71.0%,49.3%,63.2%,85.5%,79.2%,49.8%,69.1%,10.2%,16.2%,26.4%,2022.0,2022-01-01
693,Austin Warren,LAA,27.6%,76.4%,47.7%,67.4%,91.7%,83.5%,41.4%,55.7%,7.9%,14.7%,22.6%,2022.0,2022-01-01
694,Damon Jones,PHI,27.5%,61.1%,39.0%,42.1%,90.9%,68.3%,34.3%,38.5%,12.4%,14.3%,26.7%,2022.0,2022-01-01
695,Gregory Santos,SFG,27.5%,66.7%,43.3%,72.7%,83.3%,79.3%,40.3%,76.5%,9.0%,14.9%,23.9%,2022.0,2022-01-01
696,Touki Toussaint,LAA,27.5%,66.0%,40.6%,50.0%,89.7%,72.0%,34.1%,45.4%,11.4%,14.8%,26.2%,2022.0,2022-01-01
697,Art Warren,CIN,27.5%,68.0%,44.1%,53.8%,83.6%,72.7%,41.1%,58.8%,12.1%,17.3%,29.3%,2022.0,2022-01-01
698,Zach Jackson,OAK,27.4%,63.2%,40.2%,50.0%,81.6%,67.8%,35.9%,52.5%,13.0%,16.6%,29.5%,2022.0,2022-01-01
699,Norge Ruiz,OAK,27.4%,73.4%,48.6%,68.5%,87.1%,81.5%,46.2%,59.6%,9.0%,14.8%,23.8%,2022.0,2022-01-01
700,Anthony Castro,CLE,27.4%,70.9%,44.6%,67.4%,78.1%,74.1%,39.6%,55.4%,11.5%,14.6%,26.2%,2022.0,2022-01-01
701,David Phelps,TOR,27.4%,61.0%,39.6%,73.0%,90.2%,82.7%,36.5%,59.9%,6.9%,20.1%,26.9%,2022.0,2022-01-01
702,Ryan Feltner,COL,27.3%,71.3%,45.9%,65.9%,88.7%,80.9%,42.3%,57.0%,8.8%,16.7%,25.5%,2022.0,2022-01-01
703,Sandy Leon,CLE,27.3%,66.7%,41.2%,100.0%,75.0%,85.7%,35.3%,66.7%,5.9%,23.5%,29.4%,2022.0,2022-01-01
704,Victor Caratini,MIL,27.3%,100.0%,42.9%,100.0%,100.0%,100.0%,21.4%,42.9%,0.0%,7.1%,7.1%,2022.0,2022-01-01
705,Bubby Rossman,PHI,27.3%,71.4%,44.4%,33.3%,60.0%,50.0%,38.9%,40.0%,22.2%,11.1%,33.3%,2022.0,2022-01-01
706,Tyler Cyr,- - -,27.3%,71.8%,47.8%,63.6%,81.1%,75.7%,46.0%,56.4%,11.6%,15.2%,26.8%,2022.0,2022-01-01
707,Tommy Nance,MIA,27.2%,64.9%,43.5%,41.4%,88.6%,71.9%,43.3%,58.2%,12.3%,18.1%,30.4%,2022.0,2022-01-01
708,Chad Smith,COL,27.2%,59.2%,38.6%,54.2%,83.1%,70.0%,35.6%,43.5%,11.6%,16.9%,28.5%,2022.0,2022-01-01
709,Josh Winckowski,BOS,27.2%,67.4%,44.5%,73.5%,90.2%,84.4%,43.0%,59.8%,7.0%,18.5%,25.5%,2022.0,2022-01-01
710,Jordan Hicks,STL,27.2%,62.2%,42.1%,59.1%,87.8%,77.1%,42.5%,58.2%,9.6%,17.6%,27.2%,2022.0,2022-01-01
711,Jake Diekman,- - -,27.1%,65.3%,42.5%,51.1%,80.5%,69.3%,40.3%,61.7%,13.1%,17.3%,30.4%,2022.0,2022-01-01
712,Trevor May,NYM,27.1%,66.2%,44.5%,55.7%,77.4%,70.0%,44.5%,52.3%,13.3%,17.2%,30.5%,2022.0,2022-01-01
713,Gabe Speier,KCR,27.1%,66.7%,44.6%,64.4%,93.2%,83.5%,44.3%,45.5%,7.4%,15.1%,22.5%,2022.0,2022-01-01
714,Chi Chi Gonzalez,- - -,27.1%,67.3%,44.4%,81.0%,87.2%,85.0%,43.1%,67.7%,6.6%,19.9%,26.6%,2022.0,2022-01-01
715,Drey Jameson,ARI,27.1%,71.8%,48.5%,57.7%,84.3%,76.5%,48.0%,58.2%,11.4%,16.3%,27.6%,2022.0,2022-01-01
716,Aaron Bummer,CHW,27.0%,54.0%,38.1%,60.3%,83.2%,73.6%,40.9%,53.0%,10.1%,21.2%,31.3%,2022.0,2022-01-01
717,Bryan Baker,BAL,27.0%,70.1%,44.9%,71.7%,79.0%,76.4%,41.4%,63.6%,10.6%,17.4%,28.0%,2022.0,2022-01-01
718,Luis Frias,ARI,26.9%,72.2%,45.2%,61.4%,87.5%,78.3%,40.4%,61.1%,9.8%,13.2%,23.0%,2022.0,2022-01-01
719,Ryne Nelson,ARI,26.9%,62.2%,43.5%,63.9%,89.2%,80.9%,47.0%,53.6%,8.3%,19.4%,27.7%,2022.0,2022-01-01
720,Lucas Gilbreath,COL,26.9%,67.8%,42.9%,60.0%,80.6%,72.7%,39.1%,59.4%,11.7%,16.5%,28.1%,2022.0,2022-01-01
721,Brad Boxberger,MIL,26.8%,63.3%,42.8%,70.1%,81.8%,77.7%,43.9%,66.0%,9.5%,21.2%,30.7%,2022.0,2022-01-01
722,Chris Mazza,TBR,26.8%,75.5%,45.9%,50.0%,92.5%,77.4%,39.3%,57.1%,10.4%,10.4%,20.7%,2022.0,2022-01-01
723,Jake Walsh,STL,26.8%,70.8%,43.1%,72.7%,88.2%,82.1%,36.9%,46.7%,7.7%,16.9%,24.6%,2022.0,2022-01-01
724,Anderson Severino,CHW,26.8%,62.7%,40.6%,50.0%,81.3%,68.5%,38.3%,47.1%,12.8%,18.8%,31.6%,2022.0,2022-01-01
725,Francisco Perez,WSN,26.8%,72.0%,44.9%,57.6%,94.9%,81.5%,40.0%,60.4%,8.3%,12.7%,21.0%,2022.0,2022-01-01
726,David Price,LAD,26.8%,70.7%,48.7%,72.5%,87.6%,83.4%,49.8%,66.5%,8.1%,19.0%,27.0%,2022.0,2022-01-01
727,Phillips Valdez,BOS,26.7%,58.3%,39.4%,73.9%,85.1%,80.5%,40.1%,55.6%,7.7%,20.9%,28.6%,2022.0,2022-01-01
728,Jack Flaherty,STL,26.7%,69.4%,43.4%,63.0%,83.8%,76.0%,39.0%,54.5%,10.4%,15.1%,25.5%,2022.0,2022-01-01
729,Sammy Long,SFG,26.7%,69.0%,46.3%,65.1%,80.5%,75.7%,46.3%,61.3%,11.2%,17.2%,28.4%,2022.0,2022-01-01
730,Jackson Tetreault,WSN,26.7%,70.1%,43.8%,71.2%,89.1%,82.5%,39.5%,60.4%,7.7%,14.5%,22.2%,2022.0,2022-01-01
731,Logan Allen,- - -,26.7%,62.7%,39.6%,64.3%,86.5%,76.9%,36.0%,50.0%,9.1%,17.7%,26.8%,2022.0,2022-01-01
732,James Karinchak,CLE,26.6%,59.1%,38.5%,52.1%,79.6%,67.5%,36.5%,55.0%,12.5%,20.3%,32.8%,2022.0,2022-01-01
733,David McKay,- - -,26.6%,66.1%,43.0%,81.0%,89.2%,86.2%,41.5%,59.4%,5.9%,17.0%,23.0%,2022.0,2022-01-01
734,Shelby Miller,SFG,26.6%,52.4%,39.4%,70.6%,81.8%,78.0%,49.6%,70.0%,8.7%,27.6%,36.2%,2022.0,2022-01-01
735,Joan Adon,WSN,26.5%,66.8%,43.9%,76.2%,89.9%,85.3%,43.3%,56.5%,6.5%,16.8%,23.3%,2022.0,2022-01-01
736,Jhonathan Diaz,LAA,26.5%,70.6%,42.4%,62.5%,91.7%,80.0%,36.0%,47.0%,8.5%,14.4%,22.9%,2022.0,2022-01-01
737,Daniel Hudson,LAD,26.4%,82.7%,51.2%,43.3%,78.4%,68.3%,44.1%,53.6%,16.3%,11.3%,27.6%,2022.0,2022-01-01
738,Jared Koenig,OAK,26.4%,70.8%,44.6%,72.5%,92.6%,85.6%,40.9%,56.5%,6.4%,17.2%,23.6%,2022.0,2022-01-01
739,Yohan Ramirez,- - -,26.4%,64.4%,42.6%,63.8%,88.2%,79.5%,42.6%,56.9%,8.7%,19.0%,27.7%,2022.0,2022-01-01
740,Connor Overton,CIN,26.4%,65.6%,44.3%,79.1%,90.1%,86.5%,45.8%,62.9%,6.0%,19.4%,25.4%,2022.0,2022-01-01
741,Dakota Hudson,STL,26.3%,69.0%,44.0%,67.5%,92.4%,83.6%,41.3%,59.1%,7.2%,15.8%,23.0%,2022.0,2022-01-01
742,Kyle Dowdy,CIN,26.3%,71.1%,44.2%,80.0%,96.3%,90.5%,40.0%,51.9%,4.2%,13.7%,17.9%,2022.0,2022-01-01
743,Justin Bruihl,LAD,26.3%,77.1%,51.6%,71.1%,81.7%,79.0%,49.9%,62.0%,10.9%,12.3%,23.2%,2022.0,2022-01-01
744,Cooper Criswell,TBR,26.3%,57.7%,44.4%,60.0%,80.0%,75.0%,57.8%,84.6%,11.1%,26.7%,37.8%,2022.0,2022-01-01
745,Justin Dunn,CIN,26.3%,62.9%,40.7%,62.8%,90.3%,79.5%,39.4%,56.5%,8.3%,18.1%,26.5%,2022.0,2022-01-01
746,Seth Lugo,NYM,26.3%,63.8%,42.6%,58.8%,89.3%,78.7%,43.6%,61.4%,9.1%,20.3%,29.4%,2022.0,2022-01-01
747,Sam Moll,OAK,26.2%,64.2%,42.3%,64.0%,84.1%,76.9%,42.5%,50.8%,9.8%,19.4%,29.2%,2022.0,2022-01-01
748,Eric Stout,- - -,26.2%,64.9%,40.9%,63.0%,86.5%,77.2%,38.0%,65.5%,9.3%,19.6%,28.9%,2022.0,2022-01-01
749,Ryan Hendrix,CIN,26.1%,60.0%,39.2%,56.5%,66.7%,62.5%,38.5%,50.0%,14.7%,16.8%,31.5%,2022.0,2022-01-01
750,Jonathan Hernandez,TEX,26.0%,71.5%,43.8%,48.1%,84.6%,71.4%,39.1%,54.2%,12.5%,14.9%,27.4%,2022.0,2022-01-01
751,Hanser Alberto,LAD,26.0%,85.7%,48.0%,100.0%,95.8%,97.3%,36.8%,44.7%,1.3%,11.2%,12.5%,2022.0,2022-01-01
752,R.J. Alvarez,NYM,25.9%,58.3%,41.2%,42.9%,85.7%,71.4%,47.1%,76.9%,11.8%,19.6%,31.4%,2022.0,2022-01-01
753,Xzavion Curry,CLE,25.9%,68.4%,40.6%,67.9%,84.6%,77.6%,34.5%,57.4%,9.1%,15.8%,24.8%,2022.0,2022-01-01
754,Zack Kelly,BOS,25.9%,67.9%,45.9%,66.7%,90.3%,83.3%,47.7%,64.4%,7.7%,18.9%,26.6%,2022.0,2022-01-01
755,Sean Hjelle,SFG,25.8%,62.4%,43.2%,64.1%,88.7%,81.0%,47.7%,60.0%,8.2%,20.3%,28.5%,2022.0,2022-01-01
756,Casey Mize,DET,25.8%,69.4%,44.4%,68.0%,98.0%,88.0%,42.6%,57.8%,5.3%,16.6%,21.9%,2022.0,2022-01-01
757,Paul Fry,- - -,25.8%,63.0%,41.8%,64.7%,77.8%,73.2%,43.1%,52.5%,11.2%,19.4%,30.6%,2022.0,2022-01-01
758,Aroldis Chapman,NYY,25.7%,66.4%,41.2%,61.1%,74.4%,69.3%,38.1%,55.0%,12.7%,18.3%,30.9%,2022.0,2022-01-01
759,Tyler Thornburg,- - -,25.7%,66.9%,41.2%,70.7%,90.1%,82.6%,37.6%,55.2%,7.2%,16.0%,23.2%,2022.0,2022-01-01
760,Dinelson Lamet,- - -,25.4%,69.8%,44.1%,43.0%,72.5%,62.6%,42.0%,60.4%,16.5%,16.0%,32.4%,2022.0,2022-01-01
761,Foster Griffin,- - -,25.4%,58.3%,39.6%,56.3%,85.7%,75.0%,43.2%,53.1%,9.9%,19.8%,29.7%,2022.0,2022-01-01
762,Tanner Tully,CLE,25.4%,77.4%,49.1%,75.0%,82.9%,80.7%,45.7%,53.3%,9.5%,10.3%,19.8%,2022.0,2022-01-01
763,Spencer Patton,TEX,25.4%,75.0%,43.2%,83.3%,76.7%,79.2%,36.0%,44.8%,9.0%,16.2%,25.2%,2022.0,2022-01-01
764,Patrick Murphy,WSN,25.3%,71.6%,47.2%,68.4%,87.5%,82.1%,47.2%,55.9%,8.5%,12.0%,20.4%,2022.0,2022-01-01
765,Wily Peralta,DET,25.3%,65.7%,41.8%,68.3%,86.6%,80.0%,40.8%,57.1%,8.4%,17.0%,25.4%,2022.0,2022-01-01
766,Gavin Hollowell,COL,25.3%,70.0%,44.1%,57.1%,85.7%,76.2%,42.0%,46.9%,10.5%,16.8%,27.3%,2022.0,2022-01-01
767,Angel Zerpa,KCR,25.3%,63.9%,42.8%,77.3%,95.7%,89.7%,45.3%,59.1%,4.4%,19.5%,23.9%,2022.0,2022-01-01
768,Erick Fedde,WSN,25.2%,67.3%,42.6%,71.7%,88.9%,82.9%,41.4%,61.4%,7.3%,17.3%,24.5%,2022.0,2022-01-01
769,Andre Pallante,STL,25.2%,69.8%,44.8%,68.0%,90.5%,83.4%,44.0%,60.0%,7.4%,17.1%,24.5%,2022.0,2022-01-01
770,Stephen Strasburg,WSN,25.0%,54.8%,36.1%,69.2%,100.0%,86.7%,37.3%,60.9%,4.8%,27.7%,32.5%,2022.0,2022-01-01
771,Michael A. Taylor,KCR,25.0%,69.2%,40.5%,83.3%,88.9%,86.7%,35.1%,61.5%,5.4%,24.3%,29.7%,2022.0,2022-01-01
772,Donovan Walton,SFG,25.0%,60.0%,33.3%,100.0%,100.0%,100.0%,23.8%,42.9%,0.0%,23.8%,23.8%,2022.0,2022-01-01
773,Mike Brosseau,MIL,25.0%,75.0%,38.6%,87.5%,100.0%,94.1%,27.3%,46.2%,2.3%,15.9%,18.2%,2022.0,2022-01-01
774,Tyson Miller,TEX,25.0%,75.0%,44.3%,74.3%,83.3%,80.2%,38.6%,57.1%,8.8%,15.4%,24.1%,2022.0,2022-01-01
