#,Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,MonthSeason,MonthYear
122,Josh Fleming,TBR,37.3%,75.6%,49.0%,71.1%,79.4%,75.0%,30.6%,64.9%,12.2%,16.3%,28.6%,7.0,2022-09-01
123,Nathan Eovaldi,BOS,37.2%,74.0%,50.7%,71.9%,89.2%,81.2%,36.8%,64.9%,9.6%,15.4%,25.0%,7.0,2022-09-01
124,Jordan Montgomery,STL,37.2%,70.3%,51.9%,69.6%,82.7%,77.5%,44.3%,65.2%,11.7%,15.6%,27.2%,7.0,2022-09-01
125,Michael Rucker,CHC,37.2%,80.0%,52.3%,52.1%,80.4%,67.3%,35.2%,48.0%,17.1%,9.5%,26.6%,7.0,2022-09-01
126,Logan Gillaspie,BAL,37.2%,56.7%,45.2%,81.3%,82.4%,81.8%,41.1%,85.0%,8.2%,21.9%,30.1%,7.0,2022-09-01
127,Bryce Elder,ATL,37.1%,62.2%,46.6%,64.8%,92.1%,78.5%,37.6%,59.0%,10.0%,17.1%,27.1%,7.0,2022-09-01
128,Nick Martinez,SDP,37.1%,73.6%,50.0%,55.1%,81.1%,68.6%,35.3%,68.5%,15.7%,14.2%,29.9%,7.0,2022-09-01
129,Logan Webb,SFG,37.0%,58.8%,46.7%,65.6%,85.1%,76.5%,44.4%,75.7%,11.0%,22.2%,33.2%,7.0,2022-09-01
130,Easton McGee,TBR,37.0%,68.4%,50.0%,80.0%,100.0%,91.3%,41.3%,57.1%,4.3%,17.4%,21.7%,7.0,2022-09-01
131,Clayton Kershaw,LAD,37.0%,73.1%,53.6%,47.9%,80.6%,68.4%,45.9%,73.9%,17.0%,15.9%,32.9%,7.0,2022-09-01
132,Erasmo Ramirez,WSN,37.0%,76.1%,55.1%,72.3%,83.1%,79.2%,46.2%,60.0%,11.4%,14.0%,25.4%,7.0,2022-09-01
133,Austin Pruitt,OAK,37.0%,72.0%,50.0%,76.6%,77.8%,77.2%,37.1%,55.9%,11.4%,17.8%,29.2%,7.0,2022-09-01
134,Max Scherzer,NYM,37.0%,70.1%,52.6%,54.7%,82.4%,72.1%,47.1%,64.6%,14.7%,15.3%,30.0%,7.0,2022-09-01
135,Jose Quintana,STL,37.0%,67.0%,48.1%,68.7%,86.1%,77.6%,36.9%,64.5%,10.8%,15.6%,26.4%,7.0,2022-09-01
136,Jordan Lyles,BAL,37.0%,64.5%,48.5%,70.6%,86.9%,79.7%,41.9%,61.7%,9.8%,18.2%,28.0%,7.0,2022-09-01
137,Jacob deGrom,NYM,37.0%,75.3%,52.0%,43.1%,75.4%,61.4%,39.2%,67.6%,20.0%,14.8%,34.8%,7.0,2022-09-01
138,Joe Kelly,CHW,36.9%,57.4%,43.6%,46.3%,74.2%,58.3%,32.7%,54.1%,18.2%,18.2%,36.4%,7.0,2022-09-01
139,Garrett Cleavinger,TBR,36.9%,62.5%,48.2%,48.8%,81.8%,67.7%,44.2%,61.8%,15.6%,21.6%,37.2%,7.0,2022-09-01
140,Tommy Nance,MIA,36.9%,76.1%,53.2%,41.7%,94.3%,72.9%,41.4%,66.7%,14.4%,11.7%,26.1%,7.0,2022-09-01
141,Jeurys Familia,BOS,36.8%,63.6%,46.7%,78.6%,92.9%,85.7%,36.7%,56.3%,6.7%,13.3%,20.0%,7.0,2022-09-01
142,Trent Thornton,TOR,36.8%,90.0%,55.2%,57.1%,88.9%,75.0%,34.5%,71.4%,13.8%,3.4%,17.2%,7.0,2022-09-01
143,Nick Vespi,BAL,36.8%,65.5%,49.3%,42.9%,84.2%,66.7%,43.3%,70.6%,16.4%,16.4%,32.8%,7.0,2022-09-01
144,Chris Flexen,SEA,36.8%,77.2%,52.5%,73.9%,83.6%,79.4%,38.7%,52.7%,10.8%,10.3%,21.1%,7.0,2022-09-01
145,Taylor Widener,ARI,36.8%,73.9%,54.2%,67.4%,84.1%,78.1%,47.0%,60.7%,11.7%,14.2%,25.9%,7.0,2022-09-01
146,Jeffrey Springs,TBR,36.8%,64.6%,48.6%,61.3%,79.2%,71.4%,42.5%,68.8%,13.9%,17.1%,31.0%,7.0,2022-09-01
147,Domingo Acevedo,OAK,36.7%,82.0%,56.4%,51.7%,78.0%,68.4%,43.6%,47.2%,17.9%,10.7%,28.6%,7.0,2022-09-01
148,Aaron Nola,PHI,36.7%,64.3%,48.8%,53.2%,79.1%,68.1%,43.6%,69.4%,15.6%,20.3%,35.9%,7.0,2022-09-01
149,Marcus Stroman,CHC,36.7%,61.0%,46.2%,65.8%,89.1%,77.8%,39.1%,70.1%,10.2%,19.2%,29.4%,7.0,2022-09-01
150,Cole Ragans,TEX,36.7%,75.8%,50.4%,60.7%,88.3%,75.3%,35.1%,65.2%,12.5%,11.9%,24.4%,7.0,2022-09-01
151,Rob Zastryzny,LAA,36.7%,81.0%,54.9%,72.7%,82.4%,78.6%,41.2%,41.7%,11.8%,9.8%,21.6%,7.0,2022-09-01
152,Keegan Thompson,CHC,36.7%,64.5%,49.4%,57.6%,75.5%,68.3%,45.8%,51.2%,15.7%,16.9%,32.5%,7.0,2022-09-01
153,Johnny Cueto,CHW,36.6%,80.3%,53.7%,76.2%,87.1%,82.6%,39.0%,65.8%,9.3%,13.0%,22.3%,7.0,2022-09-01
154,Andres Machado,WSN,36.6%,74.0%,52.1%,59.6%,85.1%,74.6%,41.3%,66.2%,13.2%,15.3%,28.5%,7.0,2022-09-01
155,Hunter Greene,CIN,36.5%,71.2%,51.5%,44.6%,73.0%,61.6%,43.5%,74.4%,19.8%,15.9%,35.7%,7.0,2022-09-01
156,Wade Miley,CHC,36.4%,59.3%,44.7%,63.2%,87.5%,75.0%,36.6%,70.0%,11.2%,18.6%,29.8%,7.0,2022-09-01
157,Phil Bickford,LAD,36.4%,68.8%,53.3%,68.8%,81.8%,77.6%,52.2%,76.1%,12.0%,18.5%,30.4%,7.0,2022-09-01
158,Alejo Lopez,CIN,36.4%,100.0%,50.0%,75.0%,66.7%,71.4%,21.4%,75.0%,14.3%,14.3%,28.6%,7.0,2022-09-01
159,Andrew Wantz,LAA,36.4%,64.3%,47.2%,41.7%,85.2%,64.7%,38.9%,58.2%,16.7%,16.2%,32.9%,7.0,2022-09-01
160,Hunter Harvey,WSN,36.3%,68.5%,49.6%,70.2%,81.6%,76.7%,41.4%,66.7%,11.6%,17.5%,29.1%,7.0,2022-09-01
161,David Bednar,PIT,36.2%,73.7%,49.5%,60.0%,89.3%,75.5%,35.5%,63.6%,12.1%,16.8%,29.0%,7.0,2022-09-01
162,Zach Eflin,PHI,36.2%,62.2%,47.6%,76.2%,82.1%,79.6%,43.7%,82.1%,9.7%,26.2%,35.9%,7.0,2022-09-01
163,Cal Quantrill,CLE,36.2%,73.7%,49.8%,75.6%,89.2%,82.9%,36.3%,66.5%,8.5%,14.3%,22.8%,7.0,2022-09-01
164,JT Chargois,TBR,36.2%,62.2%,47.6%,62.7%,89.9%,78.3%,44.0%,69.2%,10.3%,20.6%,31.0%,7.0,2022-09-01
165,Garrett Whitlock,BOS,36.2%,83.9%,55.1%,58.8%,73.1%,67.4%,39.7%,63.6%,17.9%,12.8%,30.8%,7.0,2022-09-01
166,Eduard Bazardo,BOS,36.1%,66.3%,47.9%,55.8%,91.8%,75.2%,39.0%,55.4%,11.9%,14.8%,26.7%,7.0,2022-09-01
167,Michael Grove,LAD,36.1%,68.3%,51.0%,60.7%,88.9%,78.1%,46.2%,59.3%,11.1%,15.6%,26.8%,7.0,2022-09-01
168,Edward Cabrera,MIA,36.1%,65.1%,47.0%,61.0%,81.6%,71.7%,37.6%,60.7%,13.3%,16.3%,29.6%,7.0,2022-09-01
169,Eduardo Rodriguez,DET,36.0%,68.3%,49.1%,74.6%,85.3%,80.6%,40.3%,62.5%,9.5%,15.4%,24.9%,7.0,2022-09-01
170,Yu Darvish,SDP,36.0%,67.2%,52.0%,67.0%,85.1%,78.9%,51.1%,67.1%,10.9%,16.9%,27.9%,7.0,2022-09-01
171,Jake Diekman,CHW,35.8%,73.8%,52.6%,60.5%,80.6%,73.0%,44.2%,62.0%,14.2%,15.3%,29.5%,7.0,2022-09-01
172,Roansy Contreras,PIT,35.8%,67.5%,48.2%,54.7%,92.1%,75.1%,38.9%,64.7%,12.0%,17.5%,29.5%,7.0,2022-09-01
173,Spencer Strider,ATL,35.8%,65.0%,48.2%,44.2%,82.6%,66.2%,42.4%,64.3%,16.3%,18.5%,34.8%,7.0,2022-09-01
174,Fernando Cruz,CIN,35.8%,66.7%,45.8%,49.2%,80.4%,63.9%,32.3%,56.3%,16.5%,13.5%,30.0%,7.0,2022-09-01
175,Mark Leiter,CHC,35.8%,56.1%,43.4%,51.3%,81.1%,65.8%,37.7%,68.8%,14.9%,18.9%,33.7%,7.0,2022-09-01
176,Jose Urena,COL,35.8%,70.7%,47.8%,68.8%,88.0%,78.5%,34.4%,56.0%,10.3%,13.4%,23.6%,7.0,2022-09-01
177,Dereck Rodriguez,MIN,35.7%,75.0%,47.5%,60.0%,88.9%,73.7%,30.0%,40.0%,12.5%,12.5%,25.0%,7.0,2022-09-01
178,Tony Gonsolin,LAD,35.7%,83.3%,50.0%,30.0%,90.0%,60.0%,30.0%,55.6%,20.0%,10.0%,30.0%,7.0,2022-09-01
179,Tyler Wells,BAL,35.7%,75.0%,49.3%,60.0%,71.8%,66.2%,34.7%,55.0%,16.7%,12.0%,28.7%,7.0,2022-09-01
180,Graham Ashcraft,CIN,35.7%,71.8%,47.8%,69.1%,87.5%,78.4%,33.6%,53.3%,10.3%,11.2%,21.6%,7.0,2022-09-01
181,Jesse Chavez,ATL,35.7%,62.8%,45.8%,78.6%,78.0%,78.3%,37.5%,70.7%,10.0%,20.3%,30.3%,7.0,2022-09-01
182,Dylan Coleman,KCR,35.7%,57.5%,44.0%,58.7%,80.4%,69.6%,38.3%,60.0%,13.4%,17.7%,31.1%,7.0,2022-09-01
183,Alexis Diaz,CIN,35.6%,65.5%,49.2%,55.6%,85.5%,73.6%,45.4%,59.6%,13.0%,16.8%,29.7%,7.0,2022-09-01
184,Patrick Sandoval,LAA,35.5%,70.2%,50.1%,57.6%,81.1%,71.4%,42.1%,54.0%,14.3%,13.8%,28.1%,7.0,2022-09-01
185,Dylan Cease,CHW,35.5%,68.9%,48.0%,64.0%,87.3%,76.5%,37.3%,56.8%,11.3%,14.1%,25.4%,7.0,2022-09-01
186,Mike Mayers,LAA,35.5%,70.4%,48.4%,71.4%,89.5%,81.1%,37.0%,63.0%,9.1%,15.1%,24.2%,7.0,2022-09-01
187,Max Fried,ATL,35.5%,73.1%,49.2%,60.6%,82.1%,72.2%,36.4%,64.7%,13.7%,13.9%,27.6%,7.0,2022-09-01
188,Jake Woodford,STL,35.5%,72.7%,50.9%,75.0%,85.9%,81.5%,41.5%,62.1%,9.4%,15.6%,25.0%,7.0,2022-09-01
189,Dylan Floro,MIA,35.4%,61.2%,47.0%,71.1%,96.8%,86.1%,44.8%,69.0%,6.5%,22.6%,29.1%,7.0,2022-09-01
190,Reid Detmers,LAA,35.4%,72.8%,51.5%,55.6%,84.9%,73.4%,42.9%,62.6%,13.7%,13.7%,27.4%,7.0,2022-09-01
191,Adam Cimber,TOR,35.4%,67.3%,49.6%,80.4%,90.0%,86.2%,44.4%,58.5%,6.8%,17.0%,23.8%,7.0,2022-09-01
192,Anthony Misiewicz,KCR,35.3%,68.8%,50.5%,63.4%,80.3%,73.8%,45.3%,62.7%,13.2%,19.8%,33.0%,7.0,2022-09-01
193,Rafael Montero,HOU,35.3%,78.8%,49.7%,61.7%,71.2%,66.7%,33.2%,57.4%,16.6%,13.6%,30.2%,7.0,2022-09-01
194,Giovanny Gallegos,STL,35.3%,62.5%,45.8%,30.6%,75.0%,53.9%,38.6%,67.5%,21.1%,18.1%,39.2%,7.0,2022-09-01
195,Shane Bieber,CLE,35.3%,71.3%,50.9%,51.9%,87.4%,73.5%,43.4%,60.7%,13.5%,16.2%,29.7%,7.0,2022-09-01
196,Tyler Glasnow,TBR,35.2%,65.1%,46.5%,48.0%,89.3%,69.8%,37.7%,73.1%,14.0%,17.5%,31.6%,7.0,2022-09-01
197,John Brebbia,SFG,35.2%,72.4%,52.2%,72.7%,86.8%,81.7%,45.7%,69.4%,9.6%,15.7%,25.2%,7.0,2022-09-01
198,Jason Alexander,MIL,35.1%,61.2%,43.9%,71.2%,86.5%,78.4%,33.6%,60.9%,9.5%,16.2%,25.7%,7.0,2022-09-01
199,Peter Strzelecki,MIL,35.1%,65.6%,46.7%,64.2%,82.0%,73.7%,38.1%,67.7%,12.3%,17.6%,29.9%,7.0,2022-09-01
200,Drew Smith,NYM,35.1%,78.1%,50.6%,60.0%,76.0%,68.9%,36.0%,50.0%,15.7%,13.5%,29.2%,7.0,2022-09-01
201,Zac Gallen,ARI,35.1%,67.6%,49.1%,64.5%,86.4%,77.5%,43.2%,66.0%,11.0%,18.1%,29.2%,7.0,2022-09-01
202,Drew Hutchison,DET,35.0%,74.0%,50.7%,71.6%,84.4%,79.1%,40.1%,61.0%,10.6%,13.5%,24.1%,7.0,2022-09-01
203,Anthony Bass,TOR,35.0%,74.6%,50.0%,34.1%,83.0%,61.7%,37.8%,59.3%,19.1%,15.4%,34.6%,7.0,2022-09-01
204,Pete Fairbanks,TBR,35.0%,66.7%,49.3%,60.7%,72.7%,68.1%,45.2%,67.7%,15.8%,19.2%,34.9%,7.0,2022-09-01
205,Dakota Hudson,STL,35.0%,68.1%,49.5%,73.8%,95.3%,86.8%,43.9%,61.3%,6.5%,15.4%,22.0%,7.0,2022-09-01
206,Ryan McKenna,BAL,35.0%,81.8%,51.6%,85.7%,100.0%,93.8%,35.5%,70.0%,3.2%,12.9%,16.1%,7.0,2022-09-01
207,Mason Thompson,WSN,35.0%,67.6%,48.8%,71.4%,85.5%,79.7%,42.1%,61.8%,9.9%,15.3%,25.2%,7.0,2022-09-01
208,Frankie Montas,NYY,35.0%,73.7%,48.2%,57.8%,82.9%,70.9%,34.2%,55.2%,14.0%,11.2%,25.2%,7.0,2022-09-01
209,Carlos Estevez,COL,34.9%,78.9%,55.2%,69.0%,83.9%,78.8%,46.1%,76.5%,11.7%,11.0%,22.7%,7.0,2022-09-01
210,Davis Martin,CHW,34.8%,69.8%,50.6%,66.2%,91.3%,81.9%,45.2%,61.2%,9.2%,16.4%,25.6%,7.0,2022-09-01
211,Gerrit Cole,NYY,34.8%,65.5%,45.9%,39.3%,84.0%,62.4%,36.2%,66.0%,17.3%,17.6%,34.9%,7.0,2022-09-01
212,Jimmy Herget,LAA,34.8%,75.3%,52.0%,65.0%,81.3%,75.0%,42.5%,60.3%,13.0%,16.5%,29.5%,7.0,2022-09-01
213,Tyler Alexander,DET,34.7%,73.6%,51.5%,73.7%,91.8%,84.9%,43.1%,69.8%,7.8%,15.4%,23.2%,7.0,2022-09-01
214,Luis Castillo,SEA,34.7%,70.6%,50.2%,59.3%,84.9%,74.8%,43.0%,65.0%,12.6%,15.6%,28.2%,7.0,2022-09-01
215,Hayden Wesneski,CHC,34.7%,70.0%,51.1%,66.3%,83.2%,77.1%,46.5%,62.9%,11.7%,15.5%,27.2%,7.0,2022-09-01
216,Jose Leclerc,TEX,34.7%,73.0%,47.5%,47.1%,68.5%,58.1%,33.5%,62.3%,19.9%,10.4%,30.3%,7.0,2022-09-01
217,Nick Lodolo,CIN,34.7%,62.4%,46.3%,58.3%,82.7%,72.1%,41.9%,68.1%,12.9%,17.4%,30.4%,7.0,2022-09-01
218,Alex Lange,DET,34.7%,58.1%,42.5%,37.2%,80.6%,57.0%,33.3%,47.8%,18.3%,13.4%,31.7%,7.0,2022-09-01
219,Lucas Giolito,CHW,34.6%,68.1%,48.3%,55.7%,85.9%,73.1%,40.8%,63.8%,13.0%,16.6%,29.6%,7.0,2022-09-01
220,Bryce Montes de Oca,NYM,34.6%,71.9%,48.8%,72.2%,78.3%,75.6%,38.1%,84.2%,11.9%,16.7%,28.6%,7.0,2022-09-01
221,Zack Weiss,LAA,34.6%,64.5%,45.5%,41.3%,81.6%,62.1%,36.4%,48.2%,17.2%,15.8%,33.0%,7.0,2022-09-01
222,Taylor Hearn,TEX,34.6%,73.1%,53.4%,76.6%,82.1%,80.3%,48.9%,75.4%,10.5%,16.2%,26.7%,7.0,2022-09-01
223,John King,TEX,34.5%,73.9%,52.0%,86.8%,87.7%,87.4%,44.4%,60.0%,6.6%,17.2%,23.7%,7.0,2022-09-01
224,Michael Plassmeyer,PHI,34.5%,71.4%,48.9%,52.6%,84.0%,70.5%,38.9%,60.0%,14.4%,16.7%,31.1%,7.0,2022-09-01
225,George Kirby,SEA,34.5%,76.2%,53.3%,77.0%,87.9%,84.0%,45.0%,75.2%,8.5%,15.9%,24.5%,7.0,2022-09-01
226,Luis Ortiz,PIT,34.5%,62.5%,45.1%,55.9%,84.6%,71.0%,37.8%,63.8%,13.1%,18.5%,31.6%,7.0,2022-09-01
227,Patrick Corbin,WSN,34.5%,64.1%,47.4%,81.4%,91.0%,87.1%,43.5%,70.1%,6.1%,20.3%,26.5%,7.0,2022-09-01
228,Jarlin Garcia,SFG,34.4%,76.8%,53.4%,64.3%,78.9%,73.7%,44.8%,61.3%,14.0%,11.8%,25.8%,7.0,2022-09-01
229,Diego Castillo,SEA,34.4%,63.5%,46.2%,59.4%,87.5%,75.0%,40.4%,62.8%,11.5%,17.9%,29.5%,7.0,2022-09-01
230,Cole Irvin,OAK,34.4%,71.7%,52.5%,73.6%,87.2%,82.6%,48.7%,64.7%,9.1%,17.2%,26.4%,7.0,2022-09-01
231,Ty Blach,COL,34.4%,75.7%,56.5%,63.6%,67.9%,66.7%,53.6%,85.7%,18.8%,21.7%,40.6%,7.0,2022-09-01
232,Luis Perdomo,MIL,34.4%,78.5%,52.2%,48.5%,84.3%,70.2%,40.4%,58.9%,15.5%,12.4%,28.0%,7.0,2022-09-01
233,Josh Winder,MIN,34.4%,70.4%,47.2%,68.2%,95.0%,82.4%,35.7%,57.1%,8.3%,15.1%,23.4%,7.0,2022-09-01
234,Glenn Otto,TEX,34.4%,70.0%,49.1%,57.1%,89.4%,76.2%,41.4%,51.3%,11.7%,13.8%,25.5%,7.0,2022-09-01
235,Nestor Cortes,NYY,34.3%,71.8%,50.5%,69.6%,80.0%,76.0%,43.1%,64.4%,12.1%,17.6%,29.7%,7.0,2022-09-01
236,Shohei Ohtani,LAA,34.3%,71.5%,49.8%,58.3%,85.4%,74.5%,41.6%,60.6%,12.7%,14.6%,27.4%,7.0,2022-09-01
237,Luis Ortiz,SFG,34.3%,72.9%,50.0%,70.8%,74.3%,72.9%,40.7%,60.6%,13.6%,14.4%,28.0%,7.0,2022-09-01
238,Yennier Cano,BAL,34.3%,66.7%,46.4%,58.3%,100.0%,80.8%,37.5%,66.7%,8.9%,16.1%,25.0%,7.0,2022-09-01
239,Merrill Kelly,ARI,34.3%,70.7%,49.2%,72.9%,83.8%,79.3%,41.0%,61.8%,10.2%,15.7%,25.8%,7.0,2022-09-01
240,Ronny Henriquez,MIN,34.2%,70.1%,47.5%,74.4%,83.0%,79.1%,37.0%,54.0%,9.9%,13.3%,23.2%,7.0,2022-09-01
241,Lance McCullers Jr.,HOU,34.2%,61.5%,44.5%,52.8%,91.3%,72.9%,37.6%,55.5%,12.1%,18.5%,30.6%,7.0,2022-09-01
242,Cory Abbott,WSN,34.2%,74.0%,48.5%,61.7%,81.6%,72.6%,35.9%,51.4%,13.3%,11.7%,24.9%,7.0,2022-09-01
243,Carlos Rodon,SFG,34.2%,69.4%,47.9%,56.3%,78.4%,68.8%,39.0%,62.4%,15.0%,17.1%,32.1%,7.0,2022-09-01
244,Carlos Hernandez,KCR,34.2%,71.4%,46.9%,69.1%,83.3%,76.5%,34.3%,55.4%,11.0%,13.1%,24.1%,7.0,2022-09-01
245,Joe Musgrove,SDP,34.2%,60.3%,44.4%,62.2%,88.1%,75.9%,39.1%,66.9%,10.7%,19.7%,30.3%,7.0,2022-09-01
246,Sonny Gray,MIN,34.1%,67.0%,46.9%,66.7%,88.7%,78.9%,38.8%,59.5%,9.9%,19.4%,29.3%,7.0,2022-09-01
247,Cionel Perez,BAL,34.1%,66.3%,51.1%,51.7%,85.7%,75.0%,52.8%,72.9%,12.8%,18.3%,31.1%,7.0,2022-09-01
248,Josh Winckowski,BOS,34.0%,70.5%,45.7%,75.0%,87.1%,81.0%,31.9%,63.6%,8.7%,14.5%,23.2%,7.0,2022-09-01
249,Alex Vesia,LAD,34.0%,67.9%,48.4%,72.2%,69.8%,70.8%,42.4%,54.8%,14.1%,15.2%,29.3%,7.0,2022-09-01
250,Brayan Bello,BOS,33.9%,65.5%,45.8%,55.3%,87.2%,72.5%,37.7%,64.3%,12.6%,16.3%,28.9%,7.0,2022-09-01
251,Charlie Morton,ATL,33.9%,61.8%,44.6%,53.9%,87.8%,72.0%,38.5%,65.0%,12.5%,20.1%,32.7%,7.0,2022-09-01
252,Devin Williams,MIL,33.9%,69.2%,46.0%,54.8%,73.3%,64.4%,34.4%,51.2%,16.4%,15.3%,31.7%,7.0,2022-09-01
253,Reiver Sanmartin,CIN,33.9%,73.3%,46.5%,53.5%,75.0%,64.4%,32.1%,66.0%,16.6%,11.8%,28.3%,7.0,2022-09-01
254,Tanner Scott,MIA,33.8%,73.4%,48.8%,50.0%,69.0%,60.8%,37.8%,60.4%,19.1%,13.4%,32.5%,7.0,2022-09-01
255,Jose Quijada,LAA,33.8%,71.8%,48.2%,48.9%,83.6%,68.5%,37.9%,72.2%,15.2%,15.2%,30.4%,7.0,2022-09-01
256,Brandon Woodruff,MIL,33.8%,69.3%,49.0%,53.4%,79.1%,69.0%,42.8%,64.9%,15.2%,17.1%,32.3%,7.0,2022-09-01
257,Joel Payamps,OAK,33.8%,66.0%,46.2%,70.4%,87.9%,80.0%,38.5%,50.0%,9.2%,15.4%,24.6%,7.0,2022-09-01
258,Javier Assad,CHC,33.7%,68.3%,47.0%,62.4%,89.9%,77.7%,38.5%,62.4%,10.5%,15.8%,26.3%,7.0,2022-09-01
259,Drew Smyly,CHC,33.7%,72.9%,52.1%,61.8%,84.8%,76.9%,46.9%,59.5%,12.1%,16.0%,28.0%,7.0,2022-09-01
260,Luis Garcia,SDP,33.6%,67.1%,48.4%,61.1%,78.9%,72.0%,44.3%,69.8%,13.5%,17.2%,30.7%,7.0,2022-09-01
261,Daniel Lynch,KCR,33.6%,73.4%,49.9%,74.1%,84.7%,80.4%,40.9%,58.0%,9.8%,13.3%,23.0%,7.0,2022-09-01
262,Rich Hill,BOS,33.6%,69.4%,48.8%,69.6%,84.1%,78.4%,42.4%,63.6%,10.6%,17.8%,28.4%,7.0,2022-09-01
263,Austin Voth,BAL,33.6%,70.1%,49.6%,66.7%,82.8%,76.6%,43.8%,67.6%,11.6%,15.6%,27.2%,7.0,2022-09-01
264,Hunter Strickland,CIN,33.6%,68.4%,47.5%,57.5%,79.6%,70.2%,39.9%,62.0%,14.1%,16.2%,30.3%,7.0,2022-09-01
265,Joel Kuhnel,CIN,33.5%,67.0%,47.4%,62.3%,82.7%,74.2%,41.5%,51.5%,12.2%,14.8%,27.0%,7.0,2022-09-01
266,Jameson Taillon,NYY,33.5%,70.5%,48.3%,57.9%,88.8%,75.9%,40.0%,67.3%,11.6%,18.1%,29.8%,7.0,2022-09-01
267,Braxton Garrett,MIA,33.5%,64.0%,46.8%,61.0%,90.8%,78.8%,43.6%,61.4%,9.9%,19.2%,29.2%,7.0,2022-09-01
268,Alex Claudio,NYM,33.3%,76.5%,48.0%,54.5%,100.0%,79.2%,34.0%,38.5%,10.0%,8.0%,18.0%,7.0,2022-09-01
269,Rowan Wick,CHC,33.3%,66.2%,47.8%,70.0%,85.1%,79.2%,44.1%,57.9%,9.9%,17.4%,27.3%,7.0,2022-09-01
270,Yonny Chirinos,TBR,33.3%,67.4%,49.0%,61.1%,93.5%,81.6%,46.0%,70.0%,9.0%,18.0%,27.0%,7.0,2022-09-01
271,Ryan Yarbrough,TBR,33.3%,72.2%,51.2%,78.9%,84.3%,82.4%,46.0%,78.8%,9.0%,17.1%,26.1%,7.0,2022-09-01
272,Pablo Lopez,MIA,33.3%,73.2%,49.1%,69.7%,81.4%,76.6%,39.4%,67.9%,11.5%,14.8%,26.3%,7.0,2022-09-01
273,Dennis Santana,TEX,33.3%,61.3%,42.3%,64.2%,73.9%,68.7%,32.1%,52.5%,13.2%,16.2%,29.5%,7.0,2022-09-01
274,James Kaprielian,OAK,33.3%,69.7%,48.7%,58.7%,87.8%,76.3%,42.3%,57.1%,11.5%,15.1%,26.7%,7.0,2022-09-01
275,Jake Fishman,MIA,33.3%,81.8%,53.8%,65.0%,97.2%,85.7%,42.3%,78.6%,7.7%,14.4%,22.1%,7.0,2022-09-01
276,Felix Bautista,BAL,33.3%,86.5%,53.7%,53.6%,82.2%,71.2%,38.2%,62.2%,15.4%,11.0%,26.5%,7.0,2022-09-01
277,Kris Bubic,KCR,33.3%,71.0%,50.0%,66.7%,86.9%,79.4%,44.3%,59.6%,10.3%,14.9%,25.2%,7.0,2022-09-01
278,Angel De Jesus,DET,33.3%,81.0%,57.1%,71.4%,82.4%,79.2%,50.0%,66.7%,11.9%,9.5%,21.4%,7.0,2022-09-01
279,Hunter Gaddis,CLE,33.3%,83.0%,58.7%,73.3%,84.6%,81.5%,51.1%,57.1%,10.9%,9.8%,20.7%,7.0,2022-09-01
280,Adrian Sampson,CHC,33.2%,72.6%,47.7%,68.3%,92.9%,82.1%,36.8%,58.1%,8.5%,14.9%,23.4%,7.0,2022-09-01
281,Alek Manoah,TOR,33.2%,66.0%,47.2%,58.8%,91.1%,78.1%,42.7%,61.3%,10.4%,18.4%,28.7%,7.0,2022-09-01
282,Carlos Carrasco,NYM,33.2%,76.5%,50.0%,60.6%,90.5%,78.4%,38.7%,68.7%,10.8%,14.5%,25.3%,7.0,2022-09-01
283,Logan Gilbert,SEA,33.1%,73.0%,50.1%,67.6%,80.7%,75.7%,42.5%,63.1%,12.2%,13.4%,25.6%,7.0,2022-09-01
284,Will Vest,DET,33.1%,77.4%,50.0%,62.0%,84.7%,75.4%,38.1%,50.0%,12.3%,11.9%,24.2%,7.0,2022-09-01
285,Penn Murfee,SEA,33.1%,69.9%,48.8%,50.0%,84.7%,71.2%,42.6%,61.5%,14.0%,19.4%,33.5%,7.0,2022-09-01
286,Michael Fulmer,MIN,33.1%,75.6%,48.8%,65.9%,88.1%,78.6%,37.0%,51.8%,10.4%,11.4%,21.8%,7.0,2022-09-01
287,Manny Banuelos,PIT,33.1%,70.4%,47.6%,57.1%,87.7%,74.7%,38.9%,65.4%,12.0%,14.9%,26.9%,7.0,2022-09-01
288,Andrew Bellatti,PHI,33.1%,70.0%,46.2%,47.6%,79.6%,64.8%,35.5%,51.1%,16.2%,15.2%,31.5%,7.0,2022-09-01
289,Domingo German,NYY,33.1%,69.2%,49.2%,53.1%,83.9%,72.5%,44.7%,61.3%,13.5%,17.2%,30.7%,7.0,2022-09-01
290,Trevor Megill,MIN,33.0%,78.4%,52.3%,63.6%,79.3%,73.6%,42.5%,51.4%,13.8%,10.9%,24.7%,7.0,2022-09-01
291,Mitch White,TOR,33.0%,70.2%,49.0%,80.3%,86.8%,84.3%,43.0%,66.0%,7.7%,14.8%,22.4%,7.0,2022-09-01
292,Trevor Richards,TOR,32.9%,63.3%,42.7%,52.7%,78.0%,64.8%,32.1%,52.6%,15.0%,15.4%,30.5%,7.0,2022-09-01
293,Amir Garrett,KCR,32.9%,54.4%,42.7%,74.1%,78.4%,76.6%,45.3%,57.5%,10.0%,20.7%,30.7%,7.0,2022-09-01
